ElectionDate	OfficeCode(Text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyName	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nominated(N)/Elected(E),
2020-11-03	05	00000	0	38	JACKSON	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	38	JACKSON	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	39	KALAMAZOO	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	39	KALAMAZOO	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	39	KALAMAZOO	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	39	KALAMAZOO	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	39	KALAMAZOO	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	40	KALKASKA	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	40	KALKASKA	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	40	KALKASKA	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	40	KALKASKA	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	40	KALKASKA	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	41	KENT	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	41	KENT	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	41	KENT	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	41	KENT	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	41	KENT	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	42	KEWEENAW	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			686			,
2020-11-03	05	00000	0	42	KEWEENAW	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			837			,
2020-11-03	05	00000	0	42	KEWEENAW	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		1			,
2020-11-03	05	00000	0	42	KEWEENAW	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			8			,
2020-11-03	05	00000	0	42	KEWEENAW	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			3			,
2020-11-03	05	00000	0	43	LAKE	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			2286			,
2020-11-03	05	00000	0	43	LAKE	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			3804			,
2020-11-03	05	00000	0	43	LAKE	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		85			,
2020-11-03	05	00000	0	43	LAKE	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			28			,
2020-11-03	05	00000	0	43	LAKE	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			21			,
2020-11-03	05	00000	0	44	LAPEER	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	44	LAPEER	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	44	LAPEER	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	44	LAPEER	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	44	LAPEER	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	45	LEELANAU	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			8275			,
2020-11-03	05	00000	0	45	LEELANAU	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			8379			,
2020-11-03	05	00000	0	45	LEELANAU	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		61			,
2020-11-03	05	00000	0	45	LEELANAU	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			100			,
2020-11-03	05	00000	0	45	LEELANAU	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			17			,
2020-11-03	05	00000	0	46	LENAWEE	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	46	LENAWEE	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	46	LENAWEE	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	46	LENAWEE	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	46	LENAWEE	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	47	LIVINGSTON	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	47	LIVINGSTON	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	47	LIVINGSTON	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	47	LIVINGSTON	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	47	LIVINGSTON	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	48	LUCE	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			855			,
2020-11-03	05	00000	0	48	LUCE	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			2070			,
2020-11-03	05	00000	0	48	LUCE	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		23			,
2020-11-03	05	00000	0	48	LUCE	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			16			,
2020-11-03	05	00000	0	48	LUCE	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			11			,
2020-11-03	05	00000	0	49	MACKINAC	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			2595			,
2020-11-03	05	00000	0	49	MACKINAC	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			4215			,
2020-11-03	05	00000	0	49	MACKINAC	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		43			,
2020-11-03	05	00000	0	49	MACKINAC	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			30			,
2020-11-03	05	00000	0	49	MACKINAC	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			8			,
2020-11-03	05	00000	0	50	MACOMB	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	50	MACOMB	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	50	MACOMB	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	50	MACOMB	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	50	MACOMB	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	51	MANISTEE	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	51	MANISTEE	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	51	MANISTEE	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	51	MANISTEE	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	51	MANISTEE	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	52	MARQUETTE	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	52	MARQUETTE	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	52	MARQUETTE	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	52	MARQUETTE	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	52	MARQUETTE	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	53	MASON	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	53	MASON	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	53	MASON	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	53	MASON	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	53	MASON	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	54	MECOSTA	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	54	MECOSTA	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	54	MECOSTA	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	54	MECOSTA	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	54	MECOSTA	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	55	MENOMINEE	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	55	MENOMINEE	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	55	MENOMINEE	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	55	MENOMINEE	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	55	MENOMINEE	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	56	MIDLAND	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	56	MIDLAND	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	56	MIDLAND	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	56	MIDLAND	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	56	MIDLAND	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	57	MISSAUKEE	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	57	MISSAUKEE	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	57	MISSAUKEE	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	57	MISSAUKEE	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	57	MISSAUKEE	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	58	MONROE	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	58	MONROE	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	58	MONROE	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	58	MONROE	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	58	MONROE	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	59	MONTCALM	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			9714			,
2020-11-03	05	00000	0	59	MONTCALM	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			21146			,
2020-11-03	05	00000	0	59	MONTCALM	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		430			,
2020-11-03	05	00000	0	59	MONTCALM	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			211			,
2020-11-03	05	00000	0	59	MONTCALM	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			127			,
2020-11-03	05	00000	0	60	MONTMORENCY	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			1717			,
2020-11-03	05	00000	0	60	MONTMORENCY	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			4029			,
2020-11-03	05	00000	0	60	MONTMORENCY	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		32			,
2020-11-03	05	00000	0	60	MONTMORENCY	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			14			,
2020-11-03	05	00000	0	60	MONTMORENCY	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			13			,
2020-11-03	05	00000	0	61	MUSKEGON	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	61	MUSKEGON	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	61	MUSKEGON	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	61	MUSKEGON	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	61	MUSKEGON	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	62	NEWAYGO	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	62	NEWAYGO	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	62	NEWAYGO	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	62	NEWAYGO	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	62	NEWAYGO	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	63	OAKLAND	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	63	OAKLAND	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	63	OAKLAND	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	63	OAKLAND	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	63	OAKLAND	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	64	OCEANA	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	64	OCEANA	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	64	OCEANA	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	64	OCEANA	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	64	OCEANA	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	65	OGEMAW	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			3788			,
2020-11-03	05	00000	0	65	OGEMAW	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			7758			,
2020-11-03	05	00000	0	65	OGEMAW	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		102			,
2020-11-03	05	00000	0	65	OGEMAW	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			56			,
2020-11-03	05	00000	0	65	OGEMAW	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			44			,
2020-11-03	05	00000	0	66	ONTONAGON	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			1464			,
2020-11-03	05	00000	0	66	ONTONAGON	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			2225			,
2020-11-03	05	00000	0	66	ONTONAGON	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		31			,
2020-11-03	05	00000	0	66	ONTONAGON	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			26			,
2020-11-03	05	00000	0	66	ONTONAGON	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			8			,
2020-11-03	05	00000	0	67	OSCEOLA	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			3226			,
2020-11-03	05	00000	0	67	OSCEOLA	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			8808			,
2020-11-03	05	00000	0	67	OSCEOLA	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		102			,
2020-11-03	05	00000	0	67	OSCEOLA	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			52			,
2020-11-03	05	00000	0	67	OSCEOLA	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			35			,
2020-11-03	05	00000	0	68	OSCODA	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			1384			,
2020-11-03	05	00000	0	68	OSCODA	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			3376			,
2020-11-03	05	00000	0	68	OSCODA	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		40			,
2020-11-03	05	00000	0	68	OSCODA	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			24			,
2020-11-03	05	00000	0	68	OSCODA	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			8			,
2020-11-03	05	00000	0	69	OTSEGO	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			4703			,
2020-11-03	05	00000	0	69	OTSEGO	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			9727			,
2020-11-03	05	00000	0	69	OTSEGO	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		90			,
2020-11-03	05	00000	0	69	OTSEGO	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			73			,
2020-11-03	05	00000	0	69	OTSEGO	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			37			,
2020-11-03	05	00000	0	70	OTTAWA	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	70	OTTAWA	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	70	OTTAWA	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	70	OTTAWA	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	70	OTTAWA	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	71	PRESQUE ISLE	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	71	PRESQUE ISLE	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	71	PRESQUE ISLE	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	71	PRESQUE ISLE	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	71	PRESQUE ISLE	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	72	ROSCOMMON	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			5309			,
2020-11-03	05	00000	0	72	ROSCOMMON	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			9385			,
2020-11-03	05	00000	0	72	ROSCOMMON	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		89			,
2020-11-03	05	00000	0	72	ROSCOMMON	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			66			,
2020-11-03	05	00000	0	72	ROSCOMMON	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			40			,
2020-11-03	05	00000	0	73	SAGINAW	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	73	SAGINAW	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	73	SAGINAW	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	73	SAGINAW	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	73	SAGINAW	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	74	ST. CLAIR	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	74	ST. CLAIR	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	74	ST. CLAIR	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	74	ST. CLAIR	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	74	ST. CLAIR	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	75	ST. JOSEPH	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			8824			,
2020-11-03	05	00000	0	75	ST. JOSEPH	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			18019			,
2020-11-03	05	00000	0	75	ST. JOSEPH	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		390			,
2020-11-03	05	00000	0	75	ST. JOSEPH	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			240			,
2020-11-03	05	00000	0	75	ST. JOSEPH	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			109			,
2020-11-03	05	00000	0	76	SANILAC	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	76	SANILAC	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	76	SANILAC	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	76	SANILAC	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	76	SANILAC	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	77	SCHOOLCRAFT	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	77	SCHOOLCRAFT	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	77	SCHOOLCRAFT	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	77	SCHOOLCRAFT	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
2020-11-03	05	00000	0	77	SCHOOLCRAFT	United States Senator 6 Year Term (1) Position	07	NLP	Natural Law	-1397	Dern	Doug			0			,
2020-11-03	05	00000	0	78	SHIAWASSEE	United States Senator 6 Year Term (1) Position	01	DEM	Democratic	-1304	Peters	Gary			0			,
2020-11-03	05	00000	0	78	SHIAWASSEE	United States Senator 6 Year Term (1) Position	02	REP	Republican	-1283	James	John			0			,
2020-11-03	05	00000	0	78	SHIAWASSEE	United States Senator 6 Year Term (1) Position	04	UST	US Taxpayers	-1393	Willis	Valerie	L.		0			,
2020-11-03	05	00000	0	78	SHIAWASSEE	United States Senator 6 Year Term (1) Position	06	GRN	Green	-1365	Squier	Marcia			0			,
