ElectionDate	PartyCode	PartyName	RaceCode	RaceName	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 18	STL	St. Lucie	018	 	64	0	Keith	Pam		76163
11/03/2020	NPA	No Party Affiliation	USR	Representative in Congress, District 18	MRT	Martin	018	 	28	28	Miller	K.	W.	1990
11/03/2020	NPA	No Party Affiliation	USR	Representative in Congress, District 18	PAL	Palm Beach	018	 	254	241	Miller	K.	W.	3610
11/03/2020	NPA	No Party Affiliation	USR	Representative in Congress, District 18	STL	St. Lucie	018	 	64	0	Miller	K.	W.	3822
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	33	Donalds	Byron		68996
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	109	Donalds	Byron		198297
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	33	Banyai	Cindy	Lyn	36471
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	109	Banyai	Cindy	Lyn	131866
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	33	Post	Patrick		0
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	109	Post	Patrick		0
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 20	BRO	Broward	020	 	150	120	Musselwhite	Greg		39140
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 20	PAL	Palm Beach	020	 	147	139	Musselwhite	Greg		26107
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 20	BRO	Broward	020	 	150	120	Hastings	Alcee	L.	178502
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 20	PAL	Palm Beach	020	 	147	139	Hastings	Alcee	L.	64227
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	390	Loomer	Laura		151253
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	390	Frankel	Lois		230319
11/03/2020	NPA	No Party Affiliation	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	390	Malkemus	Charleston		7101
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	390	Blass	Piotr		0
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	390	Caravetta	Sylvia		0
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 22	BRO	Broward	022	 	212	169	Pruden	James	"Jim"	125227
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 22	PAL	Palm Beach	022	 	59	56	Pruden	James	"Jim"	36691
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 22	BRO	Broward	022	 	212	169	Deutch	Ted		189249
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 22	PAL	Palm Beach	022	 	59	56	Deutch	Ted		41946
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 23	BRO	Broward	023	 	211	168	Spalding	Carla		130864
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 23	DAD	Miami-Dade	023	 	22	10	Spalding	Carla		16756
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 23	BRO	Broward	023	 	211	168	Wasserman Schultz	Debbie		193403
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 23	DAD	Miami-Dade	023	 	22	10	Wasserman Schultz	Debbie		17102
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 23	BRO	Broward	023	 	211	168	Fugate	Demetrius	"DB"	0
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 23	DAD	Miami-Dade	023	 	22	10	Fugate	Demetrius	"DB"	0
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 23	BRO	Broward	023	 	211	168	Olson	Jeff		0
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 23	DAD	Miami-Dade	023	 	22	10	Olson	Jeff		0
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 24	BRO	Broward	024	 	33	26	Spicer	Lavern		9087
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 24	DAD	Miami-Dade	024	 	239	114	Spicer	Lavern		46182
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 24	BRO	Broward	024	 	33	26	Wilson	Frederica		23186
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 24	DAD	Miami-Dade	024	 	239	114	Wilson	Frederica		186877
11/03/2020	NPA	No Party Affiliation	USR	Representative in Congress, District 24	BRO	Broward	024	 	33	26	Olivo	Christine	Alexandria	1462
11/03/2020	NPA	No Party Affiliation	USR	Representative in Congress, District 24	DAD	Miami-Dade	024	 	239	114	Olivo	Christine	Alexandria	9431
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 24	BRO	Broward	024	 	33	26	Knepper	Howard		0
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 24	DAD	Miami-Dade	024	 	239	114	Knepper	Howard		0
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 24	BRO	Broward	024	 	33	26	Rivera	Hector		0
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 24	DAD	Miami-Dade	024	 	239	114	Rivera	Hector		0
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 26	DAD	Miami-Dade	026	 	215	103	Gimenez	Carlos		137801
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 26	MON	Monroe	026	 	33	31	Gimenez	Carlos		25299
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 26	DAD	Miami-Dade	026	 	215	103	Mucarsel-Powell	Debbie		131231
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 26	MON	Monroe	026	 	33	31	Mucarsel-Powell	Debbie		21253
11/03/2020	REP	Republican Party	USR	Representative in Congress, District 27	DAD	Miami-Dade	027	 	248	119	Salazar	Maria	Elvira	162370
11/03/2020	DEM	Democratic Party	USR	Representative in Congress, District 27	DAD	Miami-Dade	027	 	248	119	Shalala	Donna		157849
11/03/2020	WRI	Write-in	USR	Representative in Congress, District 27	DAD	Miami-Dade	027	 	248	119	Polo	Frank	E.	0
11/03/2020	REP	Republican Party	STA	State Attorney, 7th Judicial Circuit	FLA	Flagler	007	 	25	25	Larizza	R.	J.	42936
11/03/2020	REP	Republican Party	STA	State Attorney, 7th Judicial Circuit	PUT	Putnam	007	 	35	0	Larizza	R.	J.	24539
11/03/2020	REP	Republican Party	STA	State Attorney, 7th Judicial Circuit	STJ	St. Johns	007	 	48	0	Larizza	R.	J.	114225
11/03/2020	REP	Republican Party	STA	State Attorney, 7th Judicial Circuit	VOL	Volusia	007	 	125	111	Larizza	R.	J.	152335
11/03/2020	NPA	No Party Affiliation	STA	State Attorney, 7th Judicial Circuit	FLA	Flagler	007	 	25	25	Dempsey	Don		21775
11/03/2020	NPA	No Party Affiliation	STA	State Attorney, 7th Judicial Circuit	PUT	Putnam	007	 	35	0	Dempsey	Don		9207
11/03/2020	NPA	No Party Affiliation	STA	State Attorney, 7th Judicial Circuit	STJ	St. Johns	007	 	48	0	Dempsey	Don		48923
11/03/2020	NPA	No Party Affiliation	STA	State Attorney, 7th Judicial Circuit	VOL	Volusia	007	 	125	111	Dempsey	Don		101186
11/03/2020	DEM	Democratic Party	STA	State Attorney, 9th Judicial Circuit	ORA	Orange	009	 	247	244	Worrell	Monique		392063
11/03/2020	DEM	Democratic Party	STA	State Attorney, 9th Judicial Circuit	OSC	Osceola	009	 	100	0	Worrell	Monique		85405
11/03/2020	NPA	No Party Affiliation	STA	State Attorney, 9th Judicial Circuit	ORA	Orange	009	 	247	244	Torroella	Jose		197272
11/03/2020	NPA	No Party Affiliation	STA	State Attorney, 9th Judicial Circuit	OSC	Osceola	009	 	100	0	Torroella	Jose		47423
11/03/2020	REP	Republican Party	STA	State Attorney, 12th Judicial Circuit	DES	Desoto	012	 	15	0	Brodsky	Ed		7732
11/03/2020	REP	Republican Party	STA	State Attorney, 12th Judicial Circuit	MAN	Manatee	012	 	70	70	Brodsky	Ed		124206
11/03/2020	REP	Republican Party	STA	State Attorney, 12th Judicial Circuit	SAR	Sarasota	012	 	101	99	Brodsky	Ed		147514
11/03/2020	DEM	Democratic Party	STA	State Attorney, 12th Judicial Circuit	DES	Desoto	012	 	15	0	Young	Betsy		4525
11/03/2020	DEM	Democratic Party	STA	State Attorney, 12th Judicial Circuit	MAN	Manatee	012	 	70	70	Young	Betsy		84158
11/03/2020	DEM	Democratic Party	STA	State Attorney, 12th Judicial Circuit	SAR	Sarasota	012	 	101	99	Young	Betsy		110764
11/03/2020	REP	Republican Party	STA	State Attorney, 13th Judicial Circuit	HIL	Hillsborough	013	 	390	370	Perotti	Mike		318047
11/03/2020	DEM	Democratic Party	STA	State Attorney, 13th Judicial Circuit	HIL	Hillsborough	013	 	390	370	Warren	Andrew		362075
11/03/2020	REP	Republican Party	STA	State Attorney, 16th Judicial Circuit	MON	Monroe	016	 	33	31	Ward	Dennis	W.	26880
11/03/2020	DEM	Democratic Party	STA	State Attorney, 16th Judicial Circuit	MON	Monroe	016	 	33	31	Barrett	Donald	C.	19417
11/03/2020	REP	Republican Party	STA	State Attorney, 17th Judicial Circuit	BRO	Broward	017	 	577	461	Rossman	Gregg		316526
11/03/2020	DEM	Democratic Party	STA	State Attorney, 17th Judicial Circuit	BRO	Broward	017	 	577	461	Pryor	Harold	Fernandez	560551
11/03/2020	DEM	Democratic Party	PUB	Public Defender, 17th Judicial Circuit	BRO	Broward	017	 	577	461	Weekes	Gordon		667206
11/03/2020	WRI	Write-in	PUB	Public Defender, 17th Judicial Circuit	BRO	Broward	017	 	577	461	Ross	Brion		0
11/03/2020	REP	Republican Party	STS	State Senator, District 1	ESC	Escambia	001	 	80	73	Broxson	Douglas	V.	95776
11/03/2020	REP	Republican Party	STS	State Senator, District 1	OKA	Okaloosa	001	 	11	9	Broxson	Douglas	V.	7206
11/03/2020	REP	Republican Party	STS	State Senator, District 1	SAN	Santa Rosa	001	 	41	23	Broxson	Douglas	V.	67173
11/03/2020	DEM	Democratic Party	STS	State Senator, District 1	ESC	Escambia	001	 	80	73	Butler	Karen	M.	65392
11/03/2020	DEM	Democratic Party	STS	State Senator, District 1	OKA	Okaloosa	001	 	11	9	Butler	Karen	M.	4146
11/03/2020	DEM	Democratic Party	STS	State Senator, District 1	SAN	Santa Rosa	001	 	41	23	Butler	Karen	M.	23247
11/03/2020	REP	Republican Party	STS	State Senator, District 3	CAL	Calhoun	003	 	11	0	Preston	Marva	Harris	3455
11/03/2020	REP	Republican Party	STS	State Senator, District 3	FRA	Franklin	003	 	8	0	Preston	Marva	Harris	4452
11/03/2020	REP	Republican Party	STS	State Senator, District 3	GAD	Gadsden	003	 	25	25	Preston	Marva	Harris	7851
11/03/2020	REP	Republican Party	STS	State Senator, District 3	GUL	Gulf	003	 	10	10	Preston	Marva	Harris	5994
11/03/2020	REP	Republican Party	STS	State Senator, District 3	HAM	Hamilton	003	 	8	8	Preston	Marva	Harris	3822
11/03/2020	REP	Republican Party	STS	State Senator, District 3	JEF	Jefferson	003	 	16	16	Preston	Marva	Harris	4519
11/03/2020	REP	Republican Party	STS	State Senator, District 3	LEO	Leon	003	 	156	143	Preston	Marva	Harris	59235
11/03/2020	REP	Republican Party	STS	State Senator, District 3	LIB	Liberty	003	 	8	2	Preston	Marva	Harris	2025
11/03/2020	REP	Republican Party	STS	State Senator, District 3	MAD	Madison	003	 	11	0	Preston	Marva	Harris	5013
11/03/2020	REP	Republican Party	STS	State Senator, District 3	TAY	Taylor	003	 	14	14	Preston	Marva	Harris	7544
11/03/2020	REP	Republican Party	STS	State Senator, District 3	WAK	Wakulla	003	 	12	12	Preston	Marva	Harris	9236
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	CAL	Calhoun	003	 	11	0	Ausley	Loranne		1000
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	FRA	Franklin	003	 	8	0	Ausley	Loranne		2128
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	GAD	Gadsden	003	 	25	25	Ausley	Loranne		15256
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	GUL	Gulf	003	 	10	10	Ausley	Loranne		1911
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	HAM	Hamilton	003	 	8	8	Ausley	Loranne		1858
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	JEF	Jefferson	003	 	16	16	Ausley	Loranne		3822
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	LEO	Leon	003	 	156	143	Ausley	Loranne		98082
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	LIB	Liberty	003	 	8	2	Ausley	Loranne		661
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	MAD	Madison	003	 	11	0	Ausley	Loranne		3460
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	TAY	Taylor	003	 	14	14	Ausley	Loranne		2348
11/03/2020	DEM	Democratic Party	STS	State Senator, District 3	WAK	Wakulla	003	 	12	12	Ausley	Loranne		3846
11/03/2020	REP	Republican Party	STS	State Senator, District 5	BAK	Baker	005	 	9	9	Bradley	Jennifer		11646
11/03/2020	REP	Republican Party	STS	State Senator, District 5	BRA	Bradford	005	 	14	14	Bradley	Jennifer		10083
11/03/2020	REP	Republican Party	STS	State Senator, District 5	CLA	Clay	005	 	47	35	Bradley	Jennifer		84580
11/03/2020	REP	Republican Party	STS	State Senator, District 5	CLM	Columbia	005	 	22	22	Bradley	Jennifer		23625
11/03/2020	REP	Republican Party	STS	State Senator, District 5	DIX	Dixie	005	 	10	10	Bradley	Jennifer		6414
11/03/2020	REP	Republican Party	STS	State Senator, District 5	GIL	Gilchrist	005	 	10	10	Bradley	Jennifer		7860
11/03/2020	REP	Republican Party	STS	State Senator, District 5	LAF	Lafayette	005	 	5	5	Bradley	Jennifer		3053
11/03/2020	REP	Republican Party	STS	State Senator, District 5	LEV	Levy	005	 	13	0	Bradley	Jennifer		16488
11/03/2020	REP	Republican Party	STS	State Senator, District 5	MRN	Marion	005	 	7	6	Bradley	Jennifer		6086
11/03/2020	REP	Republican Party	STS	State Senator, District 5	SUW	Suwannee	005	 	16	16	Bradley	Jennifer		16237
11/03/2020	REP	Republican Party	STS	State Senator, District 5	UNI	Union	005	 	8	8	Bradley	Jennifer		5022
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	BAK	Baker	005	 	9	9	Peters	Stacey	L.	2017
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	BRA	Bradford	005	 	14	14	Peters	Stacey	L.	3007
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	CLA	Clay	005	 	47	35	Peters	Stacey	L.	33951
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	CLM	Columbia	005	 	22	22	Peters	Stacey	L.	8163
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	DIX	Dixie	005	 	10	10	Peters	Stacey	L.	1282
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	GIL	Gilchrist	005	 	10	10	Peters	Stacey	L.	1543
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	LAF	Lafayette	005	 	5	5	Peters	Stacey	L.	498
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	LEV	Levy	005	 	13	0	Peters	Stacey	L.	5791
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	MRN	Marion	005	 	7	6	Peters	Stacey	L.	2941
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	SUW	Suwannee	005	 	16	16	Peters	Stacey	L.	4161
11/03/2020	DEM	Democratic Party	STS	State Senator, District 5	UNI	Union	005	 	8	8	Peters	Stacey	L.	1021
11/03/2020	REP	Republican Party	STS	State Senator, District 7	FLA	Flagler	007	 	25	25	Hutson	Travis	J.	41771
11/03/2020	REP	Republican Party	STS	State Senator, District 7	STJ	St. Johns	007	 	48	0	Hutson	Travis	J.	111438
11/03/2020	REP	Republican Party	STS	State Senator, District 7	VOL	Volusia	007	 	55	48	Hutson	Travis	J.	56950
11/03/2020	DEM	Democratic Party	STS	State Senator, District 7	FLA	Flagler	007	 	25	25	Hunter	Heather		26692
11/03/2020	DEM	Democratic Party	STS	State Senator, District 7	STJ	St. Johns	007	 	48	0	Hunter	Heather		57669
11/03/2020	DEM	Democratic Party	STS	State Senator, District 7	VOL	Volusia	007	 	55	48	Hunter	Heather		46073
11/03/2020	WRI	Write-in	STS	State Senator, District 7	FLA	Flagler	007	 	25	25	Dembinsky	Richard		0
11/03/2020	WRI	Write-in	STS	State Senator, District 7	STJ	St. Johns	007	 	48	0	Dembinsky	Richard		0
11/03/2020	WRI	Write-in	STS	State Senator, District 7	VOL	Volusia	007	 	55	48	Dembinsky	Richard		0
11/03/2020	REP	Republican Party	STS	State Senator, District 9	SEM	Seminole	009	 	91	79	Brodeur	Jason		123779
11/03/2020	REP	Republican Party	STS	State Senator, District 9	VOL	Volusia	009	 	12	10	Brodeur	Jason		14225
11/03/2020	DEM	Democratic Party	STS	State Senator, District 9	SEM	Seminole	009	 	91	79	Sigman	Patricia		123182
11/03/2020	DEM	Democratic Party	STS	State Senator, District 9	VOL	Volusia	009	 	12	10	Sigman	Patricia		8870
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 9	SEM	Seminole	009	 	91	79	Iannotti	Jestine		4808
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 9	VOL	Volusia	009	 	12	10	Iannotti	Jestine		757
11/03/2020	REP	Republican Party	STS	State Senator, District 11	ORA	Orange	011	 	96	95	Adams	Joshua	Eli	78713
11/03/2020	DEM	Democratic Party	STS	State Senator, District 11	ORA	Orange	011	 	96	95	Bracy	Randolph		145789
11/03/2020	REP	Republican Party	STS	State Senator, District 13	ORA	Orange	013	 	109	107	Anderson	Josh		98277
11/03/2020	DEM	Democratic Party	STS	State Senator, District 13	ORA	Orange	013	 	109	107	Stewart	Linda		151173
11/03/2020	REP	Republican Party	STS	State Senator, District 15	ORA	Orange	015	 	48	47	Minnis	Louis	T.	60450
11/03/2020	REP	Republican Party	STS	State Senator, District 15	OSC	Osceola	015	 	100	0	Minnis	Louis	T.	50211
11/03/2020	DEM	Democratic Party	STS	State Senator, District 15	ORA	Orange	015	 	48	47	Torres	Victor	M.	82813
11/03/2020	DEM	Democratic Party	STS	State Senator, District 15	OSC	Osceola	015	 	100	0	Torres	Victor	M.	83063
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 15	ORA	Orange	015	 	48	47	James	Mike		4592
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 15	OSC	Osceola	015	 	100	0	James	Mike		5817
11/03/2020	REP	Republican Party	STS	State Senator, District 17	BRE	Brevard	017	 	101	97	Mayfield	Debbie		129556
11/03/2020	REP	Republican Party	STS	State Senator, District 17	IND	Indian River	017	 	35	35	Mayfield	Debbie		61191
11/03/2020	DEM	Democratic Party	STS	State Senator, District 17	BRE	Brevard	017	 	101	97	Fretwell	Scot		82146
11/03/2020	DEM	Democratic Party	STS	State Senator, District 17	IND	Indian River	017	 	35	35	Fretwell	Scot		30705
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 17	BRE	Brevard	017	 	101	97	Snyder	Phillip		8681
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 17	IND	Indian River	017	 	35	35	Snyder	Phillip		2346
11/03/2020	DEM	Democratic Party	STS	State Senator, District 19	HIL	Hillsborough	019	 	113	107	Rouson	Darryl	Ervin	118845
11/03/2020	DEM	Democratic Party	STS	State Senator, District 19	PIN	Pinellas	019	 	51	50	Rouson	Darryl	Ervin	52323
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 19	HIL	Hillsborough	019	 	113	107	Paylan	Christina		61794
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 19	PIN	Pinellas	019	 	51	50	Paylan	Christina		16325
11/03/2020	REP	Republican Party	STS	State Senator, District 20	HIL	Hillsborough	020	 	80	76	Burgess	Danny		57032
11/03/2020	REP	Republican Party	STS	State Senator, District 20	PAS	Pasco	020	 	38	36	Burgess	Danny		62111
11/03/2020	REP	Republican Party	STS	State Senator, District 20	POL	Polk	020	 	11	0	Burgess	Danny		20358
11/03/2020	DEM	Democratic Party	STS	State Senator, District 20	HIL	Hillsborough	020	 	80	76	Lewis	Kathy		61239
11/03/2020	DEM	Democratic Party	STS	State Senator, District 20	PAS	Pasco	020	 	38	36	Lewis	Kathy		42608
11/03/2020	DEM	Democratic Party	STS	State Senator, District 20	POL	Polk	020	 	11	0	Lewis	Kathy		9859
11/03/2020	REP	Republican Party	STS	State Senator, District 21	HIL	Hillsborough	021	 	56	53	Boyd	Jim		60862
11/03/2020	REP	Republican Party	STS	State Senator, District 21	MAN	Manatee	021	 	70	70	Boyd	Jim		128614
11/03/2020	DEM	Democratic Party	STS	State Senator, District 21	HIL	Hillsborough	021	 	56	53	Eldon	Anthony	"Tony"	40887
11/03/2020	DEM	Democratic Party	STS	State Senator, District 21	MAN	Manatee	021	 	70	70	Eldon	Anthony	"Tony"	79583
11/03/2020	REP	Republican Party	STS	State Senator, District 23	CHA	Charlotte	023	 	37	6	Gruters	Joe		34378
11/03/2020	REP	Republican Party	STS	State Senator, District 23	SAR	Sarasota	023	 	101	99	Gruters	Joe		145918
11/03/2020	DEM	Democratic Party	STS	State Senator, District 23	CHA	Charlotte	023	 	37	6	Norman	Katherine		20572
11/03/2020	DEM	Democratic Party	STS	State Senator, District 23	SAR	Sarasota	023	 	101	99	Norman	Katherine		107781
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 23	CHA	Charlotte	023	 	37	6	Kaplan	Robert		829
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 23	SAR	Sarasota	023	 	101	99	Kaplan	Robert		5424
11/03/2020	REP	Republican Party	STS	State Senator, District 25	MRT	Martin	025	 	28	28	Harrell	Gayle		64556
11/03/2020	REP	Republican Party	STS	State Senator, District 25	PAL	Palm Beach	025	 	40	38	Harrell	Gayle		13149
11/03/2020	REP	Republican Party	STS	State Senator, District 25	STL	St. Lucie	025	 	64	0	Harrell	Gayle		86653
11/03/2020	DEM	Democratic Party	STS	State Senator, District 25	MRT	Martin	025	 	28	28	Balderramos Robinson	Corinna		31122
11/03/2020	DEM	Democratic Party	STS	State Senator, District 25	PAL	Palm Beach	025	 	40	38	Balderramos Robinson	Corinna		8662
11/03/2020	DEM	Democratic Party	STS	State Senator, District 25	STL	St. Lucie	025	 	64	0	Balderramos Robinson	Corinna		75611
11/03/2020	REP	Republican Party	STS	State Senator, District 27	LEE	Lee	027	 	103	100	Rodrigues	Ray		172982
11/03/2020	DEM	Democratic Party	STS	State Senator, District 27	LEE	Lee	027	 	103	100	Brown	Rachel		112584
11/03/2020	REP	Republican Party	STS	State Senator, District 29	BRO	Broward	029	 	42	33	Norton	Brian		28872
11/03/2020	REP	Republican Party	STS	State Senator, District 29	PAL	Palm Beach	029	 	166	157	Norton	Brian		92472
11/03/2020	DEM	Democratic Party	STS	State Senator, District 29	BRO	Broward	029	 	42	33	Polsky	Tina		43275
11/03/2020	DEM	Democratic Party	STS	State Senator, District 29	PAL	Palm Beach	029	 	166	157	Polsky	Tina		110134
11/03/2020	REP	Republican Party	STS	State Senator, District 31	PAL	Palm Beach	031	 	278	264	Donnally	Tami		90362
11/03/2020	DEM	Democratic Party	STS	State Senator, District 31	PAL	Palm Beach	031	 	278	264	Berman	Lori		150605
11/03/2020	DEM	Democratic Party	STS	State Senator, District 35	BRO	Broward	035	 	58	46	Jones	Shevrin	"Shev"	90803
11/03/2020	DEM	Democratic Party	STS	State Senator, District 35	DAD	Miami-Dade	035	 	77	36	Jones	Shevrin	"Shev"	89752
11/03/2020	WRI	Write-in	STS	State Senator, District 35	BRO	Broward	035	 	58	46	Hill	Darien		0
11/03/2020	WRI	Write-in	STS	State Senator, District 35	DAD	Miami-Dade	035	 	77	36	Hill	Darien		0
11/03/2020	REP	Republican Party	STS	State Senator, District 37	DAD	Miami-Dade	037	 	183	87	Garcia	Ileana		95993
11/03/2020	DEM	Democratic Party	STS	State Senator, District 37	DAD	Miami-Dade	037	 	183	87	Rodriguez	Jose	Javier	98419
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 37	DAD	Miami-Dade	037	 	183	87	Rodriguez	Alex		5524
11/03/2020	REP	Republican Party	STS	State Senator, District 39	DAD	Miami-Dade	039	 	160	76	Rodriguez	Ana	Maria	88251
11/03/2020	REP	Republican Party	STS	State Senator, District 39	MON	Monroe	039	 	33	31	Rodriguez	Ana	Maria	25855
11/03/2020	DEM	Democratic Party	STS	State Senator, District 39	DAD	Miami-Dade	039	 	160	76	Fernandez	Javier	E.	68740
11/03/2020	DEM	Democratic Party	STS	State Senator, District 39	MON	Monroe	039	 	33	31	Fernandez	Javier	E.	19272
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 39	DAD	Miami-Dade	039	 	160	76	Alfonso	Celso	D.	2225
11/03/2020	NPA	No Party Affiliation	STS	State Senator, District 39	MON	Monroe	039	 	33	31	Alfonso	Celso	D.	1021
11/03/2020	REP	Republican Party	STR	State Representative, District 1	ESC	Escambia	001	 	38	34	Salzman	Michelle		55152
11/03/2020	DEM	Democratic Party	STR	State Representative, District 1	ESC	Escambia	001	 	38	34	Mathis	Franscine	C.	29064
11/03/2020	REP	Republican Party	STR	State Representative, District 2	ESC	Escambia	002	 	43	39	Andrade	Alex		41185
11/03/2020	REP	Republican Party	STR	State Representative, District 2	SAN	Santa Rosa	002	 	3	1	Andrade	Alex		6271
11/03/2020	DEM	Democratic Party	STR	State Representative, District 2	ESC	Escambia	002	 	43	39	Krumel	Dianne		35515
11/03/2020	DEM	Democratic Party	STR	State Representative, District 2	SAN	Santa Rosa	002	 	3	1	Krumel	Dianne		2825
11/03/2020	REP	Republican Party	STR	State Representative, District 3	OKA	Okaloosa	003	 	10	9	Williamson	Jayer		11080
11/03/2020	REP	Republican Party	STR	State Representative, District 3	SAN	Santa Rosa	003	 	38	22	Williamson	Jayer		60142
11/03/2020	DEM	Democratic Party	STR	State Representative, District 3	OKA	Okaloosa	003	 	10	9	Hoover	Angela	L.	2608
11/03/2020	DEM	Democratic Party	STR	State Representative, District 3	SAN	Santa Rosa	003	 	38	22	Hoover	Angela	L.	20352
11/03/2020	REP	Republican Party	STR	State Representative, District 4	OKA	Okaloosa	004	 	47	42	Maney	Patt		68932
11/03/2020	DEM	Democratic Party	STR	State Representative, District 4	OKA	Okaloosa	004	 	47	42	Plante	John		26390
11/03/2020	WRI	Write-in	STR	State Representative, District 4	OKA	Okaloosa	004	 	47	42	Lawrence	Lance		0
11/03/2020	REP	Republican Party	STR	State Representative, District 6	BAY	Bay	006	 	41	0	Trumbull	Jay		16051
11/03/2020	DEM	Democratic Party	STR	State Representative, District 6	BAY	Bay	006	 	41	0	Bays	Alicia		10743
11/03/2020	REP	Republican Party	STR	State Representative, District 7	CAL	Calhoun	007	 	11	0	Shoaf	Jason		3624
11/03/2020	REP	Republican Party	STR	State Representative, District 7	FRA	Franklin	007	 	8	0	Shoaf	Jason		4737
11/03/2020	REP	Republican Party	STR	State Representative, District 7	GUL	Gulf	007	 	10	10	Shoaf	Jason		6339
11/03/2020	REP	Republican Party	STR	State Representative, District 7	JEF	Jefferson	007	 	16	16	Shoaf	Jason		4669
11/03/2020	REP	Republican Party	STR	State Representative, District 7	LAF	Lafayette	007	 	5	5	Shoaf	Jason		3090
11/03/2020	REP	Republican Party	STR	State Representative, District 7	LEO	Leon	007	 	5	4	Shoaf	Jason		2721
